0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,y
0.0,0.0,0.0,0.0,0.0,0.0,0.7972972972972973,0.33333333333333326,0.0,0.42000000000000004,0.0,0.0,0.0,0.0,0.15254237288135586,0.10909090909090902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620689655172413,0.14814814814814825,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,0.3023255813953488,0.0,0.13636363636363624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.75,0.0,0.0,0.0,0.11904761904761907,0.0,0.4,0.5454545454545454,0.5645161290322581,0.0,0.7,0.0,0.0,0.5128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,qsampled
0.0,0.6753246753246753,0.0,1.0,0.7883211678832117,0.0,0.0,0.0,0.0,0.0,0.0,0.4742268041237113,0.3653846153846154,0.052631578947368474,0.15254237288135586,0.4545454545454546,0.4130434782608695,0.33333333333333337,0.0,0.8571428571428571,0.14102564102564108,0.44999999999999996,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.7591623036649215,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.2857142857142858,0.0625,0.3023255813953488,0.25352112676056326,0.0,0.5833333333333333,0.0,1.0,0.5254237288135593,0.44444444444444453,0.875,0.0,0.0,0.0,0.0,0.0,0.5384615384615385,0.0,0.0,0.8131868131868132,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.3571428571428571,0.4193548387096774,0.4,0.5454545454545454,0.8870967741935484,0.8148148148148149,0.19999999999999996,0.0,0.0,0.0,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,qsampled
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.31818181818181823,0.0,0.21153846153846145,0.0,0.11864406779661019,0.0,0.4130434782608695,0.8888888888888888,0.0,0.0,0.14102564102564108,0.0,0.2592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624,0.0,0.0,0.0,0.14814814814814825,0.0,0.0,0.2500000000000001,0.0,0.19047619047619047,0.0,0.0,0.323943661971831,0.0,0.9583333333333334,0.0,0.0,0.5254237288135593,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6941176470588235,0.0,0.0,0.0,0.75,0.0,0.2857142857142857,0.33333333333333337,0.11904761904761907,0.22580645161290336,0.4,0.7954545454545454,0.0,0.8148148148148149,0.8,0.0,0.0,0.0,0.0,0.26315789473684204,0.0,0.0,0.0,0.0,qsampled
0.0,0.0,0.5,0.0,0.7883211678832117,0.0,0.0,0.33333333333333326,0.0,0.0,0.31818181818181823,0.09278350515463918,0.0,0.8947368421052632,0.0,0.0,0.3695652173913043,0.33333333333333337,0.5,0.0,0.0,0.44999999999999996,0.2592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0.0,0.14814814814814825,0.0,0.0,0.2500000000000001,0.23333333333333328,0.0,0.9375,0.6511627906976745,0.323943661971831,0.4545454545454546,0.5833333333333333,0.25,0.0,0.0,0.44444444444444453,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.8131868131868132,0.0,0.0,0.75,0.0,0.2857142857142857,0.33333333333333337,0.0,0.0,0.8,0.0,0.0,0.37037037037037046,0.19999999999999996,1.0,0.0,0.5128205128205128,0.5,0.26315789473684204,0.0,0.0,0.0,0.0,qsampled
0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.9090909090909091,0.09278350515463918,0.0,0.0,0.0,0.0,0.4130434782608695,0.2222222222222222,0.0,0.0,0.0641025641025641,0.44999999999999996,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814825,0.0,0.0,1.0,0.23333333333333328,0.0,0.0,0.6511627906976745,0.323943661971831,0.0,0.5416666666666667,0.0,0.0,0.32203389830508466,0.44444444444444453,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.75,0.0,0.2857142857142857,0.8888888888888888,0.0,0.0,0.4,0.0,0.0,0.8148148148148149,0.0,0.0,0.0,0.15384615384615385,0.5,0.4736842105263157,0.0,0.0,0.0,0.0,qsampled
0.0,0.6753246753246753,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.92,0.5909090909090908,0.09278350515463918,0.21153846153846145,0.052631578947368474,0.4576271186440678,0.10909090909090902,0.3695652173913043,0.33333333333333337,0.0,0.4285714285714285,0.34615384615384615,0.44999999999999996,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.7591623036649215,0.0,0.0,0.0,0.0,0.0,0.14814814814814825,0.0,0.9333333333333333,0.2500000000000001,0.23333333333333328,0.19047619047619047,0.0625,0.8604651162790697,0.0,0.4545454545454546,0.5833333333333333,0.0,0.33333333333333326,0.7966101694915254,0.44444444444444453,0.75,0.0,0.0,0.0,0.0,0.0,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.8571428571428572,0.6666666666666667,0.0,0.22580645161290336,0.4,0.40909090909090906,0.5645161290322581,0.37037037037037046,0.19999999999999996,0.0,1.0,0.0,0.5,0.4736842105263157,0.0,0.0,0.0,0.0,qsampled
0.0,0.0,0.0,1.0,0.7883211678832117,0.0,0.0,0.0,0.0,0.0,0.31818181818181823,0.09278350515463918,0.3653846153846154,0.5789473684210527,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.14102564102564108,0.0,0.7777777777777778,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.2500000000000001,0.23333333333333328,0.2857142857142858,0.8125,0.6511627906976745,0.323943661971831,0.13636363636363624,0.5416666666666667,0.0,0.0,0.5254237288135593,0.0,0.875,0.0,0.0,0.9473684210526316,0.0,0.0,0.0,0.0,0.0,0.8131868131868132,0.0,0.0,0.0,0.0,0.2857142857142857,0.33333333333333337,0.0,0.4193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,0.8095238095238095,0.0,qsampled
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.31818181818181823,0.0,0.3653846153846154,0.4736842105263158,0.864406779661017,0.0,0.0,0.0,0.0,0.0,0.14102564102564108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.2500000000000001,0.0,0.2857142857142858,0.6875,0.9534883720930233,0.323943661971831,0.13636363636363624,0.0,0.0,0.0,0.5254237288135593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.11904761904761907,0.4193548387096774,0.0,0.8636363636363636,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qsampled
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.09278350515463918,0.21153846153846145,0.8947368421052632,0.0,0.4545454545454546,0.3695652173913043,0.33333333333333337,0.5,0.0,0.34615384615384615,0.44999999999999996,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814825,0.0,0.0,0.0,0.23333333333333328,0.19047619047619047,0.9375,0.6511627906976745,0.25352112676056326,0.4545454545454546,0.5833333333333333,0.25,0.0,0.7966101694915254,0.44444444444444453,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.2857142857142857,0.0,0.0,0.22580645161290336,0.8,0.0,0.8870967741935484,0.37037037037037046,0.19999999999999996,1.0,0.0,0.0,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,qsampled
0.0,0.6753246753246753,0.0,0.0,0.0,0.0,0.6486486486486487,0.0,0.0,0.0,0.31818181818181823,0.0,0.0,0.052631578947368474,0.11864406779661019,0.10909090909090902,0.0,0.0,0.0,0.0,0.0,0.8,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.7591623036649215,0.0,0.0,0.0,0.0,0.7413793103448276,0.0,0.0,0.0,0.2500000000000001,0.0,0.0,0.0625,0.0,0.0,0.13636363636363624,0.0,0.0,0.0,0.0,0.8888888888888888,0.75,0.0,0.0,0.0,0.0,0.0,0.5384615384615385,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.2857142857142857,0.33333333333333337,0.11904761904761907,0.0,0.4,0.7954545454545454,0.5645161290322581,0.0,0.7,0.0,0.0,0.5128205128205128,0.0,0.4736842105263157,0.0,0.0,0.0,0.0,qsampled
